product_id,product_name,category,subcategory,brand,base_price_2015,weight_kg,rating,is_prime_eligible,launch_year,model
PROD_000483,Apple iPhone 11 128GB White,electronics,smartphones,apple,121915.19,0.18,3.6,True,2019,iphone 11
PROD_000484,Apple iPhone 11 256GB White,electronics,smartphones,apple,192334.42,0.19,3.9,True,2019,iphone 11
PROD_000485,Apple iPhone 11 64GB Blue,electronics,smartphones,apple,121840.8,0.19,3.5,True,2019,iphone 11
PROD_000486,Apple iPhone 11 128GB Blue,electronics,smartphones,apple,121903.61,0.19,4.3,True,2019,iphone 11
PROD_000487,Apple iPhone 11 256GB Blue,electronics,smartphones,apple,143734.91,0.21,3.5,False,2019,iphone 11
PROD_000488,Apple iPhone 11 Pro 64GB Black,electronics,smartphones,apple,168282.02,0.17,4.1,True,2019,iphone 11 pro
PROD_000489,Apple iPhone 11 Pro 128GB Black,electronics,smartphones,apple,202218.63,0.17,4.0,True,2019,iphone 11 pro
PROD_000490,Apple iPhone 11 Pro 256GB Black,electronics,smartphones,apple,115838.36,0.19,4.3,True,2019,iphone 11 pro
PROD_000491,Apple iPhone 11 Pro 64GB White,electronics,smartphones,apple,143816.2,0.23,4.7,False,2019,iphone 11 pro
PROD_000492,Apple iPhone 11 Pro 128GB White,electronics,smartphones,apple,124264.4,0.22,3.7,False,2019,iphone 11 pro
PROD_000493,Apple iPhone 11 Pro 256GB White,electronics,smartphones,apple,161035.9,0.16,4.3,True,2019,iphone 11 pro
PROD_000494,Apple iPhone 11 Pro 64GB Blue,electronics,smartphones,apple,212207.82,0.25,4.2,True,2019,iphone 11 pro
PROD_000495,Apple iPhone 11 Pro 128GB Blue,electronics,smartphones,apple,181186.1,0.16,3.2,True,2019,iphone 11 pro
PROD_000496,Apple iPhone 11 Pro Max 64GB Black,electronics,smartphones,apple,209845.74,0.18,3.6,False,2019,iphone 11 pro max
PROD_000497,Apple iPhone 11 Pro Max 128GB Black,electronics,smartphones,apple,123574.84,0.23,4.7,False,2019,iphone 11 pro max
PROD_000498,Apple iPhone 11 Pro Max 256GB Black,electronics,smartphones,apple,177666.79,0.18,3.6,True,2019,iphone 11 pro max
PROD_000499,Apple iPhone 11 Pro Max 64GB White,electronics,smartphones,apple,200482.19,0.2,3.6,True,2019,iphone 11 pro max
PROD_000500,Apple iPhone 11 Pro Max 128GB White,electronics,smartphones,apple,121217.95,0.22,3.8,False,2019,iphone 11 pro max
PROD_000501,Apple iPhone 11 Pro Max 256GB White,electronics,smartphones,apple,186467.13,0.17,4.1,True,2019,iphone 11 pro max
PROD_000502,Apple iPhone 11 Pro Max 64GB Blue,electronics,smartphones,apple,170224.97,0.22,4.4,True,2019,iphone 11 pro max
PROD_000503,Apple iPhone 11 Pro Max 128GB Blue,electronics,smartphones,apple,137897.49,0.15,4.3,True,2019,iphone 11 pro max
PROD_000504,Samsung Galaxy S10 64GB Black,electronics,smartphones,samsung,81887.2,0.24,3.5,True,2019,galaxy s10
PROD_000505,Samsung Galaxy S10 128GB Black,electronics,smartphones,samsung,93161.82,0.21,4.2,True,2019,galaxy s10
PROD_000506,Samsung Galaxy S10 256GB Black,electronics,smartphones,samsung,95973.55,0.17,3.2,True,2019,galaxy s10
PROD_000507,Samsung Galaxy S10 64GB White,electronics,smartphones,samsung,133541.58,0.24,4.5,True,2019,galaxy s10
PROD_000508,Samsung Galaxy S10 128GB White,electronics,smartphones,samsung,148152.31,0.22,3.6,False,2019,galaxy s10
PROD_000509,Samsung Galaxy S10 256GB White,electronics,smartphones,samsung,135439.09,0.21,3.4,True,2019,galaxy s10
PROD_000510,Samsung Galaxy S10 64GB Blue,electronics,smartphones,samsung,112718.69,0.24,4.0,True,2019,galaxy s10
PROD_000511,Samsung Galaxy S10 128GB Blue,electronics,smartphones,samsung,168494.44,0.16,3.8,True,2019,galaxy s10
PROD_000512,Samsung Galaxy S10+ 64GB Black,electronics,smartphones,samsung,76765.03,0.22,4.7,True,2019,galaxy s10+
PROD_000513,Samsung Galaxy S10+ 128GB Black,electronics,smartphones,samsung,138526.06,0.23,4.7,True,2019,galaxy s10+
PROD_000514,Samsung Galaxy S10+ 256GB Black,electronics,smartphones,samsung,123391.96,0.21,4.0,True,2019,galaxy s10+
PROD_000515,Samsung Galaxy S10+ 64GB White,electronics,smartphones,samsung,111582.96,0.17,3.4,True,2019,galaxy s10+
PROD_000516,Samsung Galaxy S10+ 128GB White,electronics,smartphones,samsung,91438.1,0.15,4.1,True,2019,galaxy s10+
PROD_000517,Samsung Galaxy S10+ 256GB White,electronics,smartphones,samsung,152049.76,0.16,3.5,True,2019,galaxy s10+
PROD_000518,Samsung Galaxy S10+ 64GB Blue,electronics,smartphones,samsung,127671.3,0.16,4.5,False,2019,galaxy s10+
PROD_000519,Samsung Galaxy S10+ 128GB Blue,electronics,smartphones,samsung,98684.06,0.18,4.7,True,2019,galaxy s10+
PROD_000520,Samsung Galaxy Note 10 64GB Black,electronics,smartphones,samsung,93811.36,0.19,3.6,True,2019,galaxy note 10
PROD_000521,Samsung Galaxy Note 10 128GB Black,electronics,smartphones,samsung,124921.73,0.22,3.6,True,2019,galaxy note 10
PROD_000522,Samsung Galaxy Note 10 256GB Black,electronics,smartphones,samsung,115744.46,0.22,4.0,True,2019,galaxy note 10
PROD_000523,Samsung Galaxy Note 10 64GB White,electronics,smartphones,samsung,156803.56,0.16,4.6,True,2019,galaxy note 10
PROD_000524,Samsung Galaxy Note 10 128GB White,electronics,smartphones,samsung,138000.65,0.16,4.6,True,2019,galaxy note 10
PROD_000525,Samsung Galaxy A50 64GB Black,electronics,smartphones,samsung,27967.43,0.21,4.1,True,2019,galaxy a50
PROD_000526,Samsung Galaxy A50 128GB Black,electronics,smartphones,samsung,35900.59,0.17,4.0,True,2019,galaxy a50
PROD_000527,Samsung Galaxy A50 64GB White,electronics,smartphones,samsung,26166.05,0.2,4.2,False,2019,galaxy a50
PROD_000528,Samsung Galaxy A50 128GB White,electronics,smartphones,samsung,32779.92,0.22,4.0,True,2019,galaxy a50
PROD_000529,Samsung Galaxy A50 64GB Blue,electronics,smartphones,samsung,16570.53,0.18,3.7,True,2019,galaxy a50
PROD_000530,Samsung Galaxy A50 128GB Blue,electronics,smartphones,samsung,15796.85,0.16,3.6,False,2019,galaxy a50
PROD_000531,Samsung Galaxy A50 256GB Blue,electronics,smartphones,samsung,24539.22,0.2,3.5,True,2019,galaxy a50
PROD_000532,Samsung Galaxy A50 64GB Gold,electronics,smartphones,samsung,22988.91,0.17,4.0,True,2019,galaxy a50
PROD_000533,OnePlus OnePlus 7 64GB Black,electronics,smartphones,oneplus,42350.17,0.16,3.7,True,2019,oneplus 7
PROD_000534,OnePlus OnePlus 7 128GB Black,electronics,smartphones,oneplus,76611.11,0.2,3.6,False,2019,oneplus 7
PROD_000535,OnePlus OnePlus 7 64GB White,electronics,smartphones,oneplus,65408.96,0.16,4.1,True,2019,oneplus 7
PROD_000536,OnePlus OnePlus 7 128GB White,electronics,smartphones,oneplus,62094.28,0.2,4.5,True,2019,oneplus 7
PROD_000537,OnePlus OnePlus 7 256GB White,electronics,smartphones,oneplus,84944.56,0.25,3.4,True,2019,oneplus 7
PROD_000538,OnePlus OnePlus 7 64GB Blue,electronics,smartphones,oneplus,65252.87,0.19,3.8,False,2019,oneplus 7
PROD_000539,OnePlus OnePlus 7 128GB Blue,electronics,smartphones,oneplus,85698.09,0.21,3.7,True,2019,oneplus 7
PROD_000540,OnePlus OnePlus 7 256GB Blue,electronics,smartphones,oneplus,101123.87,0.23,3.2,True,2019,oneplus 7
PROD_000541,OnePlus OnePlus 7 Pro 64GB Black,electronics,smartphones,oneplus,42595.76,0.24,3.6,True,2019,oneplus 7 pro
PROD_000542,OnePlus OnePlus 7 Pro 128GB Black,electronics,smartphones,oneplus,91222.71,0.22,3.3,True,2019,oneplus 7 pro
PROD_000543,OnePlus OnePlus 7 Pro 256GB Black,electronics,smartphones,oneplus,75173.35,0.24,3.8,True,2019,oneplus 7 pro
PROD_000544,OnePlus OnePlus 7 Pro 64GB White,electronics,smartphones,oneplus,87990.45,0.19,4.2,True,2019,oneplus 7 pro
PROD_000545,OnePlus OnePlus 7 Pro 128GB White,electronics,smartphones,oneplus,96834.5,0.21,4.0,True,2019,oneplus 7 pro
PROD_000546,OnePlus OnePlus 7 Pro 64GB Blue,electronics,smartphones,oneplus,47407.21,0.17,3.5,True,2019,oneplus 7 pro
PROD_000547,OnePlus OnePlus 7 Pro 128GB Blue,electronics,smartphones,oneplus,87422.8,0.2,4.4,False,2019,oneplus 7 pro
PROD_000548,OnePlus OnePlus 7 Pro 64GB Gold,electronics,smartphones,oneplus,92480.81,0.22,4.0,True,2019,oneplus 7 pro
PROD_000549,OnePlus OnePlus 7T 64GB Black,electronics,smartphones,oneplus,47872.21,0.21,3.7,True,2019,oneplus 7t
PROD_000550,OnePlus OnePlus 7T 128GB Black,electronics,smartphones,oneplus,81746.67,0.23,4.2,True,2019,oneplus 7t
PROD_000551,OnePlus OnePlus 7T 64GB White,electronics,smartphones,oneplus,83069.86,0.18,3.7,True,2019,oneplus 7t
PROD_000552,OnePlus OnePlus 7T 128GB White,electronics,smartphones,oneplus,68570.85,0.23,4.4,False,2019,oneplus 7t
PROD_000553,OnePlus OnePlus 7T 64GB Blue,electronics,smartphones,oneplus,98664.66,0.19,3.7,True,2019,oneplus 7t
PROD_000554,OnePlus OnePlus 7T 128GB Blue,electronics,smartphones,oneplus,63755.04,0.21,4.3,True,2019,oneplus 7t
PROD_000555,OnePlus OnePlus 7T 256GB Blue,electronics,smartphones,oneplus,63971.38,0.17,3.8,True,2019,oneplus 7t
PROD_000556,OnePlus OnePlus 7T 64GB Gold,electronics,smartphones,oneplus,96966.21,0.18,3.4,True,2019,oneplus 7t
PROD_000557,Xiaomi Redmi Note 7 64GB Black,electronics,smartphones,xiaomi,24733.86,0.23,4.1,True,2019,redmi note 7
PROD_000558,Xiaomi Redmi Note 7 128GB Black,electronics,smartphones,xiaomi,39955.6,0.2,4.5,True,2019,redmi note 7
PROD_000559,Xiaomi Redmi Note 7 256GB Black,electronics,smartphones,xiaomi,30469.72,0.16,3.5,False,2019,redmi note 7
PROD_000560,Xiaomi Redmi Note 7 64GB White,electronics,smartphones,xiaomi,19540.06,0.25,4.0,True,2019,redmi note 7
PROD_000561,Xiaomi Redmi Note 7 128GB White,electronics,smartphones,xiaomi,15276.97,0.17,4.6,True,2019,redmi note 7
PROD_000562,Xiaomi Redmi Note 7 64GB Blue,electronics,smartphones,xiaomi,25049.33,0.18,3.4,True,2019,redmi note 7
PROD_000563,Xiaomi Redmi Note 7 128GB Blue,electronics,smartphones,xiaomi,16291.58,0.23,3.8,True,2019,redmi note 7
PROD_000564,Xiaomi Mi A3 64GB Black,electronics,smartphones,xiaomi,39281.34,0.25,3.6,False,2019,mi a3
PROD_000565,Xiaomi Mi A3 128GB Black,electronics,smartphones,xiaomi,24852.9,0.19,3.7,True,2019,mi a3
PROD_000566,Xiaomi Mi A3 64GB White,electronics,smartphones,xiaomi,17086.79,0.21,4.0,True,2019,mi a3
PROD_000567,Xiaomi Mi A3 128GB White,electronics,smartphones,xiaomi,39510.45,0.19,3.7,True,2019,mi a3
PROD_000568,Xiaomi Mi A3 256GB White,electronics,smartphones,xiaomi,18422.59,0.16,3.7,True,2019,mi a3
PROD_000569,Xiaomi Mi A3 64GB Blue,electronics,smartphones,xiaomi,43891.77,0.21,3.7,True,2019,mi a3
PROD_000570,Xiaomi Mi A3 128GB Blue,electronics,smartphones,xiaomi,16593.49,0.19,4.1,True,2019,mi a3
PROD_000571,Xiaomi Mi A3 256GB Blue,electronics,smartphones,xiaomi,25258.7,0.25,4.5,True,2019,mi a3
PROD_000572,Xiaomi Redmi K20 64GB Black,electronics,smartphones,xiaomi,27227.7,0.22,3.4,False,2019,redmi k20
PROD_000573,Xiaomi Redmi K20 128GB Black,electronics,smartphones,xiaomi,35459.2,0.24,3.4,True,2019,redmi k20
PROD_000574,Xiaomi Redmi K20 256GB Black,electronics,smartphones,xiaomi,31770.98,0.19,3.9,True,2019,redmi k20
PROD_000575,Xiaomi Redmi K20 64GB White,electronics,smartphones,xiaomi,36613.38,0.2,3.3,True,2019,redmi k20
PROD_000576,Xiaomi Redmi K20 128GB White,electronics,smartphones,xiaomi,27403.81,0.15,4.7,False,2019,redmi k20
PROD_000577,Xiaomi Redmi K20 256GB White,electronics,smartphones,xiaomi,28925.78,0.16,4.3,True,2019,redmi k20
PROD_000578,Realme Realme 3 64GB Black,electronics,smartphones,realme,18706.36,0.23,3.8,True,2019,realme 3
PROD_000579,Realme Realme 3 128GB Black,electronics,smartphones,realme,28246.74,0.21,4.5,False,2019,realme 3
PROD_000580,Realme Realme 3 256GB Black,electronics,smartphones,realme,25450.28,0.23,4.3,True,2019,realme 3
PROD_000581,Realme Realme 3 64GB White,electronics,smartphones,realme,43549.56,0.17,3.4,False,2019,realme 3
PROD_000582,Realme Realme 3 128GB White,electronics,smartphones,realme,26491.94,0.23,4.5,True,2019,realme 3
PROD_000583,Realme Realme 3 256GB White,electronics,smartphones,realme,41154.34,0.19,4.0,True,2019,realme 3
PROD_000584,Realme Realme 3 64GB Blue,electronics,smartphones,realme,42570.63,0.15,3.9,True,2019,realme 3
PROD_000585,Realme Realme 3 128GB Blue,electronics,smartphones,realme,35849.33,0.22,3.4,True,2019,realme 3
PROD_000586,Realme Realme X 64GB Black,electronics,smartphones,realme,18953.26,0.25,3.2,False,2019,realme x
PROD_000587,Realme Realme X 128GB Black,electronics,smartphones,realme,34335.1,0.23,3.6,True,2019,realme x
PROD_000588,Realme Realme X 64GB White,electronics,smartphones,realme,36349.69,0.23,4.3,True,2019,realme x
PROD_000589,Realme Realme X 128GB White,electronics,smartphones,realme,36863.12,0.23,4.2,True,2019,realme x
PROD_000590,Realme Realme X 256GB White,electronics,smartphones,realme,39915.41,0.21,3.3,True,2019,realme x
PROD_000591,Realme Realme X 64GB Blue,electronics,smartphones,realme,14562.43,0.19,3.8,True,2019,realme x
PROD_000592,Realme Realme X 128GB Blue,electronics,smartphones,realme,23511.08,0.16,4.4,False,2019,realme x
PROD_000593,Realme Realme XT 64GB Black,electronics,smartphones,realme,29245.03,0.18,3.3,True,2019,realme xt
PROD_000594,Realme Realme XT 128GB Black,electronics,smartphones,realme,38219.01,0.22,3.3,True,2019,realme xt
PROD_000595,Realme Realme XT 64GB White,electronics,smartphones,realme,25294.82,0.18,3.5,True,2019,realme xt
PROD_000596,Realme Realme XT 128GB White,electronics,smartphones,realme,38514.93,0.24,3.8,False,2019,realme xt
PROD_000597,Realme Realme XT 64GB Blue,electronics,smartphones,realme,22609.36,0.2,3.5,True,2019,realme xt
PROD_000598,Realme Realme XT 128GB Blue,electronics,smartphones,realme,44306.38,0.21,3.7,True,2019,realme xt
PROD_000599,Vivo V15 64GB Black,electronics,smartphones,vivo,28601.77,0.19,4.1,True,2019,v15
PROD_000600,Vivo V15 128GB Black,electronics,smartphones,vivo,14368.6,0.22,3.6,True,2019,v15
PROD_000601,Vivo V15 64GB White,electronics,smartphones,vivo,39143.65,0.23,4.0,True,2019,v15
PROD_000602,Vivo V15 128GB White,electronics,smartphones,vivo,16714.91,0.23,3.6,True,2019,v15
PROD_000603,Vivo V15 64GB Blue,electronics,smartphones,vivo,21381.05,0.16,4.1,True,2019,v15
PROD_000604,Vivo V15 128GB Blue,electronics,smartphones,vivo,36705.29,0.18,3.2,True,2019,v15
PROD_000605,Vivo V15 Pro 64GB Black,electronics,smartphones,vivo,35330.22,0.16,4.5,True,2019,v15 pro
PROD_000606,Vivo V15 Pro 128GB Black,electronics,smartphones,vivo,20145.19,0.22,3.7,True,2019,v15 pro
PROD_000607,Vivo V15 Pro 256GB Black,electronics,smartphones,vivo,23887.72,0.18,4.5,True,2019,v15 pro
PROD_000608,Vivo V15 Pro 64GB White,electronics,smartphones,vivo,38034.77,0.24,3.9,False,2019,v15 pro
PROD_000609,Vivo V15 Pro 128GB White,electronics,smartphones,vivo,24451.5,0.25,3.3,True,2019,v15 pro
PROD_000610,Vivo V15 Pro 256GB White,electronics,smartphones,vivo,28295.86,0.19,4.1,True,2019,v15 pro
PROD_000611,Vivo V15 Pro 64GB Blue,electronics,smartphones,vivo,12143.99,0.17,4.3,True,2019,v15 pro
PROD_000612,Vivo V15 Pro 128GB Blue,electronics,smartphones,vivo,43879.57,0.23,4.6,True,2019,v15 pro
PROD_000613,Vivo S1 64GB Black,electronics,smartphones,vivo,37800.19,0.21,3.3,True,2019,s1
PROD_000614,Vivo S1 128GB Black,electronics,smartphones,vivo,43574.39,0.2,3.8,True,2019,s1
PROD_000615,Vivo S1 64GB White,electronics,smartphones,vivo,18893.13,0.19,3.8,True,2019,s1
PROD_000616,Vivo S1 128GB White,electronics,smartphones,vivo,37329.73,0.19,4.4,False,2019,s1
PROD_000617,Vivo S1 64GB Blue,electronics,smartphones,vivo,18995.8,0.22,3.9,False,2019,s1
PROD_000618,Vivo S1 128GB Blue,electronics,smartphones,vivo,19119.44,0.22,4.1,True,2019,s1
PROD_000619,Vivo S1 256GB Blue,electronics,smartphones,vivo,16507.83,0.22,4.3,True,2019,s1
PROD_000620,Oppo F11 64GB Black,electronics,smartphones,oppo,27449.09,0.21,3.3,True,2019,f11
PROD_000621,Oppo F11 128GB Black,electronics,smartphones,oppo,34006.6,0.23,4.4,True,2019,f11
PROD_000622,Oppo F11 256GB Black,electronics,smartphones,oppo,15295.61,0.22,3.6,False,2019,f11
PROD_000623,Oppo F11 64GB White,electronics,smartphones,oppo,39662.76,0.22,4.6,True,2019,f11
PROD_000624,Oppo F11 128GB White,electronics,smartphones,oppo,36294.61,0.18,4.6,True,2019,f11
PROD_000625,Oppo F11 256GB White,electronics,smartphones,oppo,35920.26,0.24,3.3,True,2019,f11
PROD_000626,Oppo F11 Pro 64GB Black,electronics,smartphones,oppo,37541.72,0.23,4.0,False,2019,f11 pro
PROD_000627,Oppo F11 Pro 128GB Black,electronics,smartphones,oppo,16143.16,0.15,4.4,True,2019,f11 pro
PROD_000628,Oppo F11 Pro 256GB Black,electronics,smartphones,oppo,15966.84,0.18,3.2,True,2019,f11 pro
PROD_000629,Oppo F11 Pro 64GB White,electronics,smartphones,oppo,37513.68,0.2,3.7,True,2019,f11 pro
PROD_000630,Oppo F11 Pro 128GB White,electronics,smartphones,oppo,12044.67,0.18,4.2,False,2019,f11 pro
PROD_000631,Oppo Reno 64GB Black,electronics,smartphones,oppo,39382.18,0.21,3.6,True,2019,reno
PROD_000632,Oppo Reno 128GB Black,electronics,smartphones,oppo,17026.82,0.24,4.3,False,2019,reno
PROD_000633,Oppo Reno 64GB White,electronics,smartphones,oppo,31908.63,0.2,3.3,True,2019,reno
PROD_000634,Oppo Reno 128GB White,electronics,smartphones,oppo,31212.89,0.25,3.6,True,2019,reno
PROD_000635,Oppo Reno 64GB Blue,electronics,smartphones,oppo,33481.59,0.21,4.0,True,2019,reno
PROD_000636,Oppo Reno 128GB Blue,electronics,smartphones,oppo,18764.38,0.22,4.1,False,2019,reno
PROD_000637,Oppo Reno 256GB Blue,electronics,smartphones,oppo,39957.42,0.18,3.6,False,2019,reno
PROD_000638,Oppo Reno 64GB Gold,electronics,smartphones,oppo,29399.75,0.24,3.4,True,2019,reno
PROD_000639,Apple iPhone 12 64GB Black,electronics,smartphones,apple,204248.58,0.18,3.9,False,2020,iphone 12
PROD_000640,Apple iPhone 12 128GB Black,electronics,smartphones,apple,183272.14,0.16,3.4,True,2020,iphone 12
PROD_000641,Apple iPhone 12 64GB White,electronics,smartphones,apple,175592.18,0.19,3.4,False,2020,iphone 12
PROD_000642,Apple iPhone 12 128GB White,electronics,smartphones,apple,165465.97,0.17,4.0,True,2020,iphone 12
PROD_000643,Apple iPhone 12 Pro 64GB Black,electronics,smartphones,apple,205366.03,0.23,4.0,True,2020,iphone 12 pro
PROD_000644,Apple iPhone 12 Pro 128GB Black,electronics,smartphones,apple,158359.79,0.21,4.5,True,2020,iphone 12 pro
PROD_000645,Apple iPhone 12 Pro 256GB Black,electronics,smartphones,apple,202267.47,0.22,3.4,False,2020,iphone 12 pro
PROD_000646,Apple iPhone 12 Pro 64GB White,electronics,smartphones,apple,165223.27,0.19,4.2,True,2020,iphone 12 pro
PROD_000647,Apple iPhone 12 Pro 128GB White,electronics,smartphones,apple,176153.86,0.2,3.8,False,2020,iphone 12 pro
PROD_000648,Apple iPhone 12 Pro 256GB White,electronics,smartphones,apple,164753.97,0.17,3.9,False,2020,iphone 12 pro
PROD_000649,Apple iPhone 12 Pro Max 64GB Black,electronics,smartphones,apple,210617.78,0.17,4.4,False,2020,iphone 12 pro max
PROD_000650,Apple iPhone 12 Pro Max 128GB Black,electronics,smartphones,apple,206870.16,0.25,4.0,False,2020,iphone 12 pro max
PROD_000651,Apple iPhone 12 Pro Max 64GB White,electronics,smartphones,apple,188231.02,0.17,3.9,True,2020,iphone 12 pro max
PROD_000652,Apple iPhone 12 Pro Max 128GB White,electronics,smartphones,apple,137234.03,0.21,4.2,True,2020,iphone 12 pro max
PROD_000653,Apple iPhone 12 Pro Max 256GB White,electronics,smartphones,apple,169008.53,0.23,3.9,True,2020,iphone 12 pro max
PROD_000654,Apple iPhone 12 Pro Max 64GB Blue,electronics,smartphones,apple,113403.85,0.19,4.6,True,2020,iphone 12 pro max
PROD_000655,Apple iPhone 12 Pro Max 128GB Blue,electronics,smartphones,apple,175936.37,0.17,3.7,True,2020,iphone 12 pro max
PROD_000656,Apple iPhone 12 Pro Max 256GB Blue,electronics,smartphones,apple,185386.14,0.16,3.8,True,2020,iphone 12 pro max
PROD_000657,Apple iPhone SE (2nd gen) 64GB Black,electronics,smartphones,apple,110034.58,0.17,4.7,False,2020,iphone se (2nd gen)
PROD_000658,Apple iPhone SE (2nd gen) 128GB Black,electronics,smartphones,apple,99866.88,0.2,3.9,True,2020,iphone se (2nd gen)
PROD_000659,Apple iPhone SE (2nd gen) 256GB Black,electronics,smartphones,apple,89768.04,0.15,3.3,True,2020,iphone se (2nd gen)
PROD_000660,Apple iPhone SE (2nd gen) 64GB White,electronics,smartphones,apple,94388.7,0.21,4.7,True,2020,iphone se (2nd gen)
PROD_000661,Apple iPhone SE (2nd gen) 128GB White,electronics,smartphones,apple,101846.03,0.19,4.5,False,2020,iphone se (2nd gen)
PROD_000662,Apple iPhone SE (2nd gen) 64GB Blue,electronics,smartphones,apple,109433.89,0.25,3.2,True,2020,iphone se (2nd gen)
PROD_000663,Apple iPhone SE (2nd gen) 128GB Blue,electronics,smartphones,apple,106294.3,0.17,4.6,True,2020,iphone se (2nd gen)
PROD_000664,Apple iPhone SE (2nd gen) 64GB Gold,electronics,smartphones,apple,104488.75,0.17,3.8,True,2020,iphone se (2nd gen)
PROD_000665,Samsung Galaxy S20 64GB Black,electronics,smartphones,samsung,153683.24,0.16,3.8,False,2020,galaxy s20
PROD_000666,Samsung Galaxy S20 128GB Black,electronics,smartphones,samsung,154351.75,0.19,4.3,True,2020,galaxy s20
PROD_000667,Samsung Galaxy S20 64GB White,electronics,smartphones,samsung,158999.84,0.2,3.5,True,2020,galaxy s20
PROD_000668,Samsung Galaxy S20 128GB White,electronics,smartphones,samsung,94935.02,0.21,3.2,True,2020,galaxy s20
PROD_000669,Samsung Galaxy S20 64GB Blue,electronics,smartphones,samsung,102350.26,0.18,4.5,True,2020,galaxy s20
PROD_000670,Samsung Galaxy S20 128GB Blue,electronics,smartphones,samsung,73265.73,0.23,3.3,True,2020,galaxy s20
PROD_000671,Samsung Galaxy S20 256GB Blue,electronics,smartphones,samsung,146581.87,0.19,4.4,True,2020,galaxy s20
PROD_000672,Samsung Galaxy S20 64GB Gold,electronics,smartphones,samsung,113035.71,0.15,3.6,False,2020,galaxy s20
PROD_000673,Samsung Galaxy S20+ 64GB Black,electronics,smartphones,samsung,63001.26,0.19,4.0,True,2020,galaxy s20+
PROD_000674,Samsung Galaxy S20+ 128GB Black,electronics,smartphones,samsung,168092.44,0.17,3.7,True,2020,galaxy s20+
PROD_000675,Samsung Galaxy S20+ 256GB Black,electronics,smartphones,samsung,87885.0,0.15,4.3,False,2020,galaxy s20+
PROD_000676,Samsung Galaxy S20+ 64GB White,electronics,smartphones,samsung,87223.7,0.22,4.3,True,2020,galaxy s20+
PROD_000677,Samsung Galaxy S20+ 128GB White,electronics,smartphones,samsung,108643.95,0.18,3.7,True,2020,galaxy s20+
PROD_000678,Samsung Galaxy S20+ 64GB Blue,electronics,smartphones,samsung,151212.18,0.17,3.8,False,2020,galaxy s20+
PROD_000679,Samsung Galaxy S20+ 128GB Blue,electronics,smartphones,samsung,150122.9,0.25,4.3,True,2020,galaxy s20+
PROD_000680,Samsung Galaxy S20+ 256GB Blue,electronics,smartphones,samsung,126788.89,0.22,3.3,True,2020,galaxy s20+
PROD_000681,Samsung Galaxy Note 20 64GB Black,electronics,smartphones,samsung,147308.23,0.21,4.6,True,2020,galaxy note 20
PROD_000682,Samsung Galaxy Note 20 128GB Black,electronics,smartphones,samsung,91655.22,0.21,3.6,True,2020,galaxy note 20
PROD_000683,Samsung Galaxy Note 20 256GB Black,electronics,smartphones,samsung,144972.57,0.16,4.0,True,2020,galaxy note 20
PROD_000684,Samsung Galaxy Note 20 64GB White,electronics,smartphones,samsung,102882.32,0.24,4.4,True,2020,galaxy note 20
PROD_000685,Samsung Galaxy Note 20 128GB White,electronics,smartphones,samsung,140147.28,0.2,4.6,True,2020,galaxy note 20
PROD_000686,Samsung Galaxy Note 20 64GB Blue,electronics,smartphones,samsung,141729.95,0.24,3.6,True,2020,galaxy note 20
PROD_000687,Samsung Galaxy Note 20 128GB Blue,electronics,smartphones,samsung,84085.99,0.18,3.7,False,2020,galaxy note 20
PROD_000688,Samsung Galaxy Note 20 256GB Blue,electronics,smartphones,samsung,155506.02,0.22,4.3,True,2020,galaxy note 20
PROD_000689,Samsung Galaxy M31 64GB Black,electronics,smartphones,samsung,29164.51,0.2,3.8,False,2020,galaxy m31
PROD_000690,Samsung Galaxy M31 128GB Black,electronics,smartphones,samsung,14891.49,0.23,3.4,True,2020,galaxy m31
PROD_000691,Samsung Galaxy M31 256GB Black,electronics,smartphones,samsung,33246.9,0.23,3.3,True,2020,galaxy m31
PROD_000692,Samsung Galaxy M31 64GB White,electronics,smartphones,samsung,29733.29,0.22,4.0,True,2020,galaxy m31
PROD_000693,Samsung Galaxy M31 128GB White,electronics,smartphones,samsung,27545.64,0.18,3.9,True,2020,galaxy m31
PROD_000694,Samsung Galaxy M31 64GB Blue,electronics,smartphones,samsung,43822.31,0.22,4.6,True,2020,galaxy m31
PROD_000695,Samsung Galaxy M31 128GB Blue,electronics,smartphones,samsung,41307.84,0.23,4.2,True,2020,galaxy m31
PROD_000696,Samsung Galaxy M31 64GB Gold,electronics,smartphones,samsung,24086.42,0.23,4.0,True,2020,galaxy m31
PROD_000697,OnePlus OnePlus 8 64GB Black,electronics,smartphones,oneplus,94443.54,0.25,4.1,True,2020,oneplus 8
PROD_000698,OnePlus OnePlus 8 128GB Black,electronics,smartphones,oneplus,50420.16,0.17,3.2,True,2020,oneplus 8
PROD_000699,OnePlus OnePlus 8 256GB Black,electronics,smartphones,oneplus,52251.37,0.19,4.6,True,2020,oneplus 8
PROD_000700,OnePlus OnePlus 8 64GB White,electronics,smartphones,oneplus,96191.01,0.21,3.6,True,2020,oneplus 8
PROD_000701,OnePlus OnePlus 8 128GB White,electronics,smartphones,oneplus,45370.85,0.18,4.2,True,2020,oneplus 8
PROD_000702,OnePlus OnePlus 8 64GB Blue,electronics,smartphones,oneplus,53145.69,0.19,4.7,True,2020,oneplus 8
